"","Longitude","Latitude","HousingMedianAge","TotalRooms","TotalBedrooms","Population","Households","MedianIncome","MedianHouseValue"
"13921",0.879482071713148,0.178533475026567,0.568627450980392,0.0136833002695966,0.0209497206703911,0.00333529527172847,0.0101956914981089,0.0574750693093888,0.297014958408798
"1048",0.367529880478088,0.622741764080765,0.333333333333333,0.0544788646421486,0.0650217256362508,0.0275231929145996,0.0624897220851834,0.184487110522613,0.58943528469235
"16106",0.184262948207171,0.553666312433581,0.843137254901961,0.0462129304644183,0.0564866542520174,0.0317834020011772,0.058049662884394,0.20634198148991,0.82617379261959
"15245",0.70617529880478,0.048884165781084,0.588235294117647,0.0684928022788545,0.0760397268777157,0.0295972420751703,0.0740009866798224,0.295457993682846,0.931692461104626
"12028",0.684262948207171,0.148777895855473,0.549019607843137,0.0412788036014039,0.0519863438857852,0.0292328820875025,0.0524584772241408,0.186107777823754,0.58653272158117
"18523",0.229083665338645,0.47077577045696,0.294117647058824,0.0854824762195432,0.0946617008069522,0.0448443061745004,0.091267883571781,0.258913670156274,0.848660744781194
"16358",0.302788844621513,0.583421891604676,0.333333333333333,0.124395950963935,0.15626939788951,0.0850079878920373,0.163788850518007,0.1393980772679,0.568209016831361
"3653",0.588645418326693,0.178533475026567,0.784313725490196,0.0401851569255812,0.0617628801986344,0.0324000112110765,0.0619963821739845,0.160349512420518,0.689992352385471
"13596",0.703187250996015,0.164718384697131,0.450980392156863,0.0368533496108653,0.0599006828057107,0.0329325373468987,0.0541029435948035,0.0469441800802748,0.432303299408143
"5876",0.598605577689243,0.174282678002125,0.862745098039216,0.0906455058751717,0.10862818125388,0.0447882507917823,0.107219207367209,0.232196797285555,0.781022383690981
"13722",0.71414342629482,0.16259298618491,0.117647058823529,0.0342082506739916,0.0465549348230912,0.022310042321814,0.0452228251932248,0.168866636322258,0.574617699201086
"9976",0.189243027888446,0.641870350690754,0.647058823529412,0.0639656137138206,0.0747982619490999,0.0370245802853219,0.0761387929616839,0.178887187762927,0.723167295022735
"4603",0.605577689243028,0.160467587672688,0.215686274509804,0.0135561320514777,0.0507448789571695,0.0333809804086437,0.059858575892123,0.0483648501399981,0.829511643322691
"4044",0.582669322709163,0.173219978746015,0.705882352941177,0.0223307391016837,0.0237430167597765,0.010258135037417,0.0253247821082059,0.251237913959807,0.857726780003734
"10110",0.638446215139442,0.146652497343252,0.607843137254902,0.0267307594485986,0.031967721911856,0.0290086605566299,0.0363427067916461,0.28756155087516,0.684700129104703
"14474",0.710159362549801,0.0318809776833161,0.352941176470588,0.0683910677043593,0.0536933581626319,0.0322598727542812,0.0600230225291893,0.520758334367802,0.909156070627321
"6044",0.658366533864542,0.160467587672688,0.549019607843137,0.0623124268782746,0.108472998137803,0.0848117940525239,0.109192567012005,0.11279154770279,0.570018012971214
"16811",0.193227091633466,0.543039319872476,0.607843137254902,0.0873391322040796,0.134543761638734,0.0723114437063819,0.134188455846078,0.207169556281982,0.78151364025307
"10676",0.655378486055777,0.106269925611052,0.529411764705882,0.0865252556081184,0.0769708255741775,0.0316993189271,0.0764676862358165,0.463566019779038,1
"3627",0.589641434262947,0.180658873538789,0.666666666666667,0.0377943944249453,0.0453134698944755,0.0310827097172006,0.0471961848380201,0.273713466021158,0.7125841870046
"4303",0.603585657370517,0.164718384697131,1,0.0323007274022076,0.0498137802607076,0.0274951652232406,0.0578852162473277,0.0969917656308189,0.815265906817717
"17734",0.25398406374502,0.506907545164718,0.274509803921569,0.0459077267409329,0.058504034761018,0.0357072787914459,0.0559118566025325,0.276175501027572,0.682971794337011
"19520",0.333665338645418,0.541976620616366,0.823529411764706,0.00785899587974973,0.0145872129112353,0.0081280304941282,0.0152935372471633,0.0545026965145308,0.428943326945777
"18676",0.24601593625498,0.46971307120085,0.333333333333333,0.16157993794191,0.170546244568591,0.0644917178172034,0.15967768459135,0.381249913794293,0.873708394959275
"15715",0.189243027888446,0.556854410201913,0.862745098039216,0.0698153517472913,0.108317815021726,0.0369124695198856,0.11379707284986,0.183287127074109,0.884342656553478
"9659",0.366533864541832,0.513283740701381,0.333333333333333,0.00412025026705326,0.00450031036623215,0.00283079682726534,0.00509784574905443,0.0800540682197487,0.502949267009646
"9955",0.198207171314741,0.622741764080765,0.294117647058824,0.069026908794954,0.0845747982619491,0.0250847837663612,0.0820588718960697,0.120943159404698,0.740402736645189
"5141",0.604581673306773,0.151965993623804,0.725490196078431,0.0462129304644183,0.0769708255741775,0.0590543456935452,0.0818944252590035,0.0760541233914015,0.533223433312795
"12827",0.289840637450199,0.655685441020191,0.470588235294118,0.0593621242179155,0.0628491620111732,0.0327643711987444,0.0669297812859727,0.207790237376036,0.544430719551978
"18175",0.233067729083664,0.512221041445271,0.392156862745098,0.0631008698306119,0.0612973308504035,0.0333809804086437,0.0695609274790331,0.457055764748072,0.895254130978332
"11770",0.297808764940239,0.657810839532412,0.392156862745098,0.0572511317971413,0.0644009931719429,0.0293449928529387,0.0674231211971715,0.18214231527841,0.766006418306663
"15664",0.190239043824701,0.558979808714133,1,0.0973599877918511,0.177063935443824,0.036632192606295,0.158197664857754,0.20552819961104,1
"4319",0.598605577689243,0.164718384697131,1,0.0439747698255252,0.0777467411545624,0.0237114268897671,0.0764676862358165,0.192735272616929,0.874152108077843
"11647",0.627490039840638,0.134962805526036,0.490196078431373,0.0641182155755634,0.0676598386095593,0.0385100479273522,0.0738365400427561,0.32787823616226,0.784200527796904
"5838",0.598605577689243,0.175345377258236,0.784313725490196,0.0387100055954016,0.0608317815021726,0.0328764819641806,0.0615030422627857,0.163797740720818,0.727648912093419
"5595",0.606573705179282,0.132837407013815,0.568627450980392,0.0327839666310596,0.0355369335816263,0.0233190392107402,0.0351915803321822,0.344829726486531,0.711017290953965
"17099",0.209163346613545,0.522848034006376,0.627450980392157,0.173940688743069,0.147268777157045,0.07505815745957,0.16099325768788,0.455779920276962,0.965675456340543
"15434",0.707171314741036,0.0701381509032947,0.176470588235294,0.0520881021415128,0.0732464307883302,0.0364079710754225,0.0772899194211478,0.158356436462945,0.618686138410861
"4587",0.606573705179282,0.161530286928799,0.627450980392157,0.0495447377791342,0.162321539416511,0.103814568793968,0.166255550074001,0.0844057323347264,0.568209016831361
"14674",0.721115537848606,0.0297555791710947,0.313725490196078,0.0453990538684572,0.0510552451893234,0.037501051038426,0.0514717974017431,0.163797740720818,0.574617699201086
"1488",0.231075697211155,0.575982996811902,0.372549019607843,0.0669922173050511,0.10707635009311,0.0319235404579725,0.102943594803486,0.110922607964028,0.679483379416095
"12835",0.289840637450199,0.65356004250797,0.450980392156863,0.0794038353934585,0.0861266294227188,0.0422937862608257,0.0911034369347147,0.185811230189928,0.526101122708991
"12583",0.290836653386453,0.635494155154092,0.823529411764706,0.0530800142428404,0.0617628801986344,0.0266823621738277,0.0631475086334485,0.14412904649591,0.447743859357111
"8612",0.596613545816733,0.140276301806589,0.647058823529412,0.0473828780711125,0.053382991930478,0.0269065837047002,0.0494984377569479,0.347795202824789,0.859879049569052
"4799",0.597609561752989,0.158342189160468,0.803921568627451,0.0519100666361463,0.0792985723153321,0.0457131646066313,0.082223318533136,0.102957200590337,0.605574918199106
"11895",0.697211155378487,0.151965993623804,0.509803921568627,0.100666361462943,0.137337057728119,0.078589646570812,0.13764183522447,0.17407346105571,0.598902523014652
"17429",0.386454183266932,0.22422954303932,0.294117647058824,0.0647794903097818,0.0662631905648665,0.0415650662854901,0.0708765005755632,0.261210190204273,0.65798496927347
"13869",0.701195219123506,0.192348565356004,0.156862745098039,0.0610916119843329,0.0603662321539416,0.0300176574455562,0.0588718960697254,0.311712941890457,0.660246773836782
"8861",0.595617529880478,0.161530286928799,0.686274509803922,0.0421944147718602,0.0611421477343265,0.0192550239636761,0.059858575892123,0.196128329264424,1
"16212",0.302788844621513,0.575982996811902,1,0.0492395340556488,0.0513656114214773,0.0220017377168643,0.0524584772241408,0.214445317995614,0.589194529622102
"260",0.21414342629482,0.555791710945803,0.784313725490196,0.0392949793987487,0.0642458100558659,0.0286162728776031,0.0559118566025325,0.107329554075116,0.546676198584958
"9885",0.25398406374502,0.441020191285866,0.215686274509804,0.098555369042169,0.141682184978274,0.0636508870764315,0.140930767965795,0.201652391001503,0.731184176753847
"19143",0.165338645418326,0.614240170031881,0.274509803921569,0.0644488529426726,0.064090626939789,0.0391546848286107,0.0698898207531656,0.355953710983297,0.696348407768336
"1862",0.00498007968127462,0.988310308182784,0.313725490196078,0.0680349966936263,0.0822470515207945,0.0347823649765969,0.0748232198651538,0.174576902387553,0.55111479968697
"3201",0.46812749003984,0.404888416578108,0.725490196078431,0.0800142428404293,0.0879888268156425,0.0385380756187113,0.0881433974675218,0.16405980607164,0.49635534633281
"16180",0.305776892430278,0.575982996811902,0.529411764705882,0.049341268630144,0.11219739292365,0.0452647215448863,0.104752507811215,0.0301099295182135,0.357274894754337
"4125",0.610557768924303,0.168969181721573,0.666666666666667,0.0758176916425047,0.0814711359404097,0.0451526107794501,0.0891300772899194,0.364098426228604,0.826802622783475
"4006",0.571713147410359,0.172157279489904,0.549019607843137,0.110941553486953,0.100248292985723,0.0433588385324701,0.102450254892287,0.435221583150577,0.912120974440545
"13161",0.293824701195218,0.456960680127524,0.764705882352941,0.059769062515896,0.0830229671011794,0.0399955155693826,0.0878145041933893,0.178707879891312,0.666559484966687
"8008",0.621513944223108,0.139213602550478,0.686274509803922,0.0225087746070502,0.0251396648044693,0.0134252641609911,0.0256536753823384,0.2500034482283,0.765227961871211
"10720",0.650398406374503,0.119022316684378,0.274509803921569,0.0625158960272649,0.069211669770329,0.0293169651615796,0.06528531491531,0.413566709424698,0.927310694533835
"7252",0.620517928286852,0.153028692879915,0.843137254901961,0.0236532885701206,0.0276225946617008,0.0200117716303708,0.0294359480348627,0.219831450600681,0.705624511582609
"3536",0.577689243027889,0.18384697130712,0.470588235294118,0.125057225698154,0.102420856610801,0.0611003671627568,0.102614701529354,0.526592736651908,0.900557197151237
"6466",0.628486055776892,0.165781083953241,0.725490196078431,0.0588788849890635,0.0698324022346369,0.0322879004456403,0.0698898207531656,0.251644804899243,0.785050164750737
"15836",0.191235059760955,0.553666312433581,1,0.0691540770130729,0.0900062073246431,0.0291487990134253,0.0851833580003289,0.224452076523082,0.924500343515718
"17733",0.252988047808764,0.506907545164718,0.274509803921569,0.0455770893738237,0.0566418373680944,0.042882367779366,0.0608452557145206,0.364436352602033,0.752474677526762
"12197",0.689243027888445,0.107332624867162,0.137254901960784,0.0112925377689608,0.00946617008069522,0.00518512290142661,0.0110179246834402,0.61624667245969,0.979671858221257
"19157",0.165338645418326,0.617428267800213,0.294117647058824,0.0429065567933262,0.0392613283674736,0.0257294206676196,0.0442361453708272,0.272030730610612,0.726758205391894
"10413",0.671314741035857,0.120085015940489,0.0392156862745098,0.115443308408363,0.111576660459342,0.0447602231004232,0.0957079427725703,0.434511248120716,0.839597446064883
"8237",0.613545816733068,0.129649309245483,0.470588235294118,0.0366244468182512,0.0606765983860956,0.0176294178648505,0.0631475086334485,0.28709948828292,0.679483379416095
"18150",0.231075697211155,0.51009564293305,0.313725490196078,0.0295793275344626,0.0429857231533209,0.0166764763586423,0.0470317382009538,0.242272520379029,0.892024301132767
"15194",0.72808764940239,0.0520722635494157,0.294117647058824,0.0724858843277888,0.0673494723774053,0.0302699066677878,0.0735076467686236,0.405249582764376,0.850689776427254
"5479",0.587649402390438,0.155154091392136,0.823529411764706,0.040795564372552,0.0631595282433271,0.0240757868774349,0.058049662884394,0.238762223969325,0.89484208876856
"15502",0.70617529880478,0.0584484590860791,0.235294117647059,0.0948166234294725,0.117939168218498,0.0373328848902716,0.0989968755138957,0.25287927063075,0.774934788632952
"3773",0.590637450199203,0.171094580233794,0.509803921568627,0.071036166641233,0.0932650527622595,0.0299896297541971,0.0878145041933893,0.320664542558034,0.910251993220334
"365",0.22011952191235,0.553666312433581,0.627450980392157,0.0338776133068823,0.0308814400993172,0.0161439502228201,0.0330537740503207,0.436711217776307,0.808983550826463
"11082",0.648406374501992,0.133900106269925,0.647058823529412,0.0509181545348187,0.0512104283054004,0.0235432607416127,0.0537740503206709,0.213107405415098,0.77929629061632
"20121",0.392430278884462,0.567481402763018,0.294117647058824,0.0188717635688489,0.0217256362507759,0.00863252893859133,0.0198980430850189,0.270561785354685,0.502949267009646
"896",0.23804780876494,0.53134962805526,0.254901960784314,0.129813317055801,0.187150837988827,0.0766557358670366,0.182042427232363,0.240755299926898,0.785897277848242
"19614",0.319721115537848,0.522848034006376,0.0588235294117647,0.0741899384505824,0.0779019242706394,0.0445360015695507,0.0805788521624733,0.327257555068206,0.678428479210339
"11700",0.635458167330677,0.14346439957492,0.313725490196078,0.0442036726181393,0.068901303538175,0.0323719835197175,0.0675875678342378,0.163101198604157,0.631843837106957
"16744",0.189243027888446,0.549415515409139,0.96078431372549,0.0365990131746274,0.0437616387337058,0.0324000112110765,0.0468672915638875,0.278740982882995,0.783104404613557
"10288",0.649402390438247,0.14240170031881,0.431372549019608,0.0600996998830052,0.0549348230912477,0.0338013957790297,0.0568985364249301,0.380222341760803,0.812857510160346
"15877",0.193227091633466,0.553666312433581,1,0.0487562948267969,0.0625387957790192,0.0414809832114129,0.0690675875678342,0.200438614639798,0.806746000204243
"11916",0.692231075697211,0.149840595111584,0.882352941176471,0.055623378605219,0.0654872749844817,0.0241878976428712,0.0638052951817135,0.181963007406794,0.572071482609235
"15518",0.725099601593626,0.0648246546227417,0.274509803921569,0.0760974617223664,0.0808504034761018,0.0344180049889291,0.0825522118072685,0.186376739631177,0.709283702856799
"16378",0.305776892430278,0.583421891604676,0.196078431372549,0.0209573223459993,0.0231222842954687,0.0190868578155217,0.0271336951159349,0.236313981876112,0.561387593658398
"4324",0.597609561752989,0.164718384697131,0.803921568627451,0.0561574851213185,0.0996275605214153,0.0343339219148519,0.0993257687880283,0.144708348850361,0.868962095642913
"16215",0.300796812749004,0.575982996811902,0.803921568627451,0.0411262017396612,0.0526070763500931,0.0253090052972337,0.0555829633283999,0.141301499289665,0.478461580399852
"14555",0.718127490039841,0.044633368756642,0.215686274509804,0.151253878630653,0.123836126629423,0.0822052187561311,0.128268376911692,0.404973724500352,0.792467030182018
"8645",0.592629482071713,0.141339001062699,0.764705882352941,0.0426522203570884,0.0575729360645562,0.0200678270130889,0.0631475086334485,0.409311595702128,0.988060831883224
"6408",0.630478087649403,0.168969181721573,0.647058823529412,0.0499516760771148,0.0493482309124767,0.0273830544578043,0.0486762045716165,0.498668983876084,0.956324639478838
"9805",0.24203187250996,0.426142401700318,0.843137254901961,0.0888142835342591,0.0983860955927995,0.0193391070377533,0.0680809077454366,0.213797051075158,0.971722232276796
"5523",0.593625498007968,0.150903294367694,0.862745098039216,0.0364718449565085,0.0578833022967101,0.0184702486056224,0.0478539713862852,0.215521165225307,0.880986106505183
"886",0.237051792828685,0.53241232731137,0.313725490196078,0.125184393916272,0.193358162631906,0.0862412063118361,0.194211478375267,0.184004358560572,0.723167295022735
"20068",0.393426294820716,0.578108395324123,0.352941176470588,0.0510707563965614,0.0670391061452514,0.0254211160626699,0.0639697418187798,0.149632418863188,0.595860010175565
"7431",0.611553784860558,0.149840595111584,0.666666666666667,0.0540973599877919,0.0951272501551831,0.0665097115950559,0.10146357506989,0.106019227321002,0.676484301862109
"3623",0.587649402390438,0.179596174282678,0.274509803921569,0.145887379826034,0.27405338299193,0.129403851004793,0.25982568656471,0.128170645922125,0.670751960838174
"5378",0.593625498007968,0.159404888416578,0.941176470588235,0.0312325143700086,0.0431409062693979,0.0186664424451358,0.0440716987337609,0.234748486227776,0.862107711101067
"10922",0.642430278884462,0.126461211477152,0.607843137254902,0.0744697085304441,0.12911235257604,0.143305585918888,0.14027298141753,0.221707286796044,0.682277516784664
"15883",0.195219123505976,0.552603613177471,0.803921568627451,0.104481408006511,0.13112973308504,0.0600913702738305,0.110672586745601,0.142722169349388,0.740119122137704
"18379",0.247011952191234,0.497343251859723,0.313725490196078,0.0717991759499466,0.0564866542520174,0.0294010482356568,0.0565696431507976,0.521344533178853,0.991313244536427
"13089",0.298804780876494,0.638682252922423,0.333333333333333,0.113917289790935,0.12088764742396,0.0618851425208106,0.127281697089295,0.240927711341913,0.600758831367599
"10752",0.643426294820717,0.113708820403826,0.784313725490196,0.0454753547993286,0.0558659217877095,0.0150508702598167,0.046538398289755,0.381015434269872,1
"20330",0.530876494023905,0.182784272051009,0.764705882352941,0.0380487308611832,0.0451582867783985,0.0197314947167802,0.0407827659924355,0.227410656404739,0.776936898576702
"4231",0.603585657370517,0.166843783209352,0.92156862745098,0.0367770486799939,0.0456238361266294,0.0190027747414445,0.0470317382009538,0.188507744720762,0.96120178699027
"17398",0.388446215139442,0.256110520722636,0.607843137254902,0.0399816877765909,0.069211669770329,0.049580986014182,0.0759743463246177,0.0939711176397567,0.511615896641064
"16368",0.301792828685259,0.582359192348566,0.431372549019608,0.0826339081336792,0.106765983860956,0.0528882535945514,0.109685906923203,0.177445828333402,0.554398993724779
"1920",0.341633466135458,0.671625929861849,0.196078431372549,0.0436949997456636,0.053382991930478,0.0237394545811262,0.0534451570465384,0.186397429000979,0.612760794176757
"19628",0.330677290836653,0.507970244420829,0.803921568627451,0.0738338674398494,0.0869025450031037,0.0407522632360772,0.0904456503864496,0.121150053102716,0.484783438484001
"4074",0.585657370517928,0.170031880977683,0.647058823529412,0.0926801973650745,0.0945065176908752,0.03887440791502,0.0996546620621608,0.491655287513276,1
"17296",0.47211155378486,0.200850159404888,0.294117647058824,0.0677297929701409,0.0605214152700186,0.0221699038650186,0.0509784574905443,0.588047061419843,1
"6574",0.616533864541833,0.175345377258236,0.764705882352941,0.0467470369805178,0.0554003724394786,0.0340536450012612,0.0568985364249301,0.258624018979049,0.705304090915449
"4278",0.601593625498008,0.164718384697131,0.647058823529412,0.0524696067958696,0.130043451272502,0.0735166344348216,0.127281697089295,0.0911366739769107,0.754100379015088
"6918",0.631474103585657,0.149840595111584,0.666666666666667,0.0445851772724961,0.0498137802607076,0.0216093500378374,0.0475250781121526,0.316285292616654,0.851170758770607
"16150",0.187250996015936,0.555791710945803,1,0.0798870746223104,0.0983860955927995,0.0377533002606575,0.102285808255221,0.231527840995297,0.911577119066231
"6843",0.619521912350598,0.161530286928799,0.313725490196078,0.0435423978839208,0.0886095592799503,0.0444799461868326,0.0932412432165762,0.0474200355857161,0.714763477682818
"4370",0.604581673306773,0.166843783209352,0.882352941176471,0.0293504247418485,0.0313469894475481,0.0143221502844811,0.0348626870580497,0.255306823354161,0.899990812925791
"8449",0.594621513944223,0.145589798087141,0.686274509803922,0.0738084337962256,0.079764121663563,0.0409204293842316,0.087650057556323,0.368098371056951,0.844263588495155
"3890",0.576693227091633,0.178533475026567,0.666666666666667,0.0468233379113892,0.0509000620732464,0.0290927436307071,0.051965137312942,0.270837643618709,0.74587757877345
"13580",0.702191235059761,0.168969181721573,1,0.0472302762093698,0.0611421477343265,0.0270467221614956,0.0545962835060023,0.0485165721852112,0.475606243766941
"1066",0.249003984063745,0.765143464399575,0.745098039215686,0.0289180528002442,0.0409683426443203,0.0173771686426189,0.0432494655484295,0.122991407015076,0.497354206771773
"19181",0.176294820717131,0.629117959617428,0.274509803921569,0.0746223103921868,0.0800744878957169,0.033044648112335,0.082223318533136,0.199873105198549,0.79877335417774
"7319",0.612549800796812,0.153028692879915,0.568627450980392,0.0602014344575004,0.116697703289882,0.0912581630651083,0.126459463903963,0.116998386229155,0.672375862267665
"18286",0.224103585657371,0.513283740701381,0.705882352941177,0.0638130118520779,0.0547796399751707,0.0264020852602371,0.0570629830619964,0.544302837202245,1
"14739",0.727091633466136,0.00531349628055305,0.490196078431373,0.0487562948267969,0.053382991930478,0.03708063566804,0.0559118566025325,0.259858484710556,0.619986327731975
"3574",0.581673306772908,0.179596174282678,0.686274509803922,0.0844905641182156,0.069366852886406,0.0332688696432075,0.0693964808419668,0.46739355319237,0.986689655338202
"3618",0.589641434262947,0.181721572794899,0.607843137254902,0.0618291876494227,0.0856610800744879,0.0648841054962303,0.0873211642821904,0.216445290409787,0.673811607849241
"10514",0.662350597609561,0.10308182784272,0.0196078431372549,0.133755531817488,0.118249534450652,0.0408363463101544,0.0983390889656306,0.43640777368588,0.83362975623895
"18711",0.195219123505976,0.853347502656748,0.725490196078431,0.0216948980110891,0.026536312849162,0.0130328764819642,0.0245025489228745,0.0627025834126426,0.492662630813686
"20457",0.555776892430279,0.18384697130712,0.176470588235294,0.0421181138409889,0.047951582867784,0.0294290759270159,0.0545962835060023,0.293616639770486,0.752474677526762
"20366",0.540836653386454,0.174282678002125,0.313725490196078,0.0609898774098377,0.0544692737430168,0.0298214636060428,0.0529518171353396,0.403601329636833,0.812747552818027
"646",0.221115537848606,0.550478214665249,0.490196078431373,0.0727402207640267,0.0609869646182495,0.0287844390257574,0.0651208682782437,0.51117225969297,0.912043344287957
"3751",0.594621513944223,0.174282678002125,0.509803921568627,0.122895365990132,0.236809435133457,0.107738445584237,0.235323137641835,0.113446711079847,0.684355299118588
"17298",0.481075697211156,0.198724760892667,0.372549019607843,0.114120758939926,0.1239913097455,0.0802713080523557,0.125637230718632,0.296968317678377,0.83434435140306
"11226",0.638446215139442,0.134962805526036,0.647058823529412,0.0327585329874358,0.0313469894475481,0.0185263039883405,0.0333826673244532,0.368698362781203,0.775311256494584
"10410",0.673306772908366,0.119022316684378,0.0588235294117647,0.0334706750089018,0.0336747361887027,0.018778553210572,0.0368360467028449,0.384291251155156,0.814392477761979
"5961",0.649402390438247,0.166843783209352,0.549019607843137,0.0678823948318836,0.0676598386095593,0.0415090109027719,0.0730143068574248,0.309271596253845,0.742942653755849
"12330",0.781872509960159,0.149840595111584,0.176470588235294,0.184317615341574,0.291899441340782,0.119706269794557,0.266403552047361,0.0826471359015738,0.425115425662675
"15315",0.694223107569721,0.0690754516471837,0.313725490196078,0.00892720891194873,0.0172253258845438,0.00997785812382634,0.0192402565367538,0.0732817478379609,0.679483379416095
"20011",0.518924302788844,0.374070138150903,0.607843137254902,0.0466961696932703,0.0682805710738672,0.045544998458477,0.0697253741160993,0.0789851174466559,0.290224771816596
"13199",0.663346613545817,0.161530286928799,0.549019607843137,0.0221527035963172,0.0349162011173184,0.0181058886179545,0.0323959875020556,0.15852884787796,0.579393758751487
"18557",0.230079681274899,0.46865037194474,0.686274509803922,0.0473065771402411,0.0563314711359404,0.0301858235937106,0.0596941292550567,0.272878994772486,0.81765413394771
"24",0.207171314741036,0.563230605738576,1,0.0428811231497024,0.0521415270018622,0.0238235376552033,0.0532807104094721,0.115908746086261,0.540172187996471
"16459",0.303784860557769,0.594048884165781,0.490196078431373,0.0573274327280126,0.0557107386716325,0.0261778637293646,0.0610097023515869,0.313988772568654,0.663606196552719
"12350",0.783864541832669,0.133900106269925,0.274509803921569,0.0763517981586042,0.0952824332712601,0.0121640180498332,0.0343693471468508,0.218396987627757,0.51098287892549
"7406",0.611553784860558,0.150903294367694,0.745098039215686,0.0575563355206267,0.0972998137802607,0.0650242439530256,0.0983390889656306,0.113950152411691,0.666559484966687
"13151",0.286852589641434,0.465462274176408,0.509803921568627,0.052062668497889,0.0645561762880199,0.03438997729757,0.0550896234172011,0.286051226879629,0.819915298008398
